customer_id,order_id,order_date,delivery_date,country,customer_age,gender,product_category,order_value,support_channel,support_response_time_hrs,issue_resolved,satisfaction_score_text,nps_score,customer_comments,repeat_customer
CUST-107512,1007512,10/14/2024,10/28/2024,US,70,Female,Electronics,436.33,Phone,0.4,Yes,Very unsatisfied,,Bad packaging,No
CUST-107514,1007514,6/5/2024,5/23/2024,US,,F,electronics,1241.93,In-App,22.5,No,Completely satisfied,-82,Loved the experience,Yes
CUST-107515,1007515,8/11/2022,8/27/2022,US,,F,electronics,699.98,email,32.2,Yes,Very satisfied,,Great service,No
CUST-107516,1007516,11/24/2024,5/12/2024,United States,31,F,Home,576.51,In-App,16.2,Yes,Very satisfied,,,No
CUST-107517,1007517,9/10/2022,9/14/2022,Germany,,F,Electronics,1139.44,PHONE,67.8,N,Very satisfied,,Excellent support,Yes
CUST-107518,1007518,10/1/2024,1/12/2024,Germany,69,F,electronics,182,In-App,48.4,Y,Completely satisfied,,Loved the experience,Yes
CUST-107520,1007520,4/29/2024,5/15/2024,FR,59,F,Home,88.73,Email,27.2,Yes,Completely satisfied,-68,Excellent support,
CUST-107521,1007521,8/2/2022,8/7/2022,Germany,,F,electronics,509.52,Phone,66,Yes,100% satisfied,-60,,No
CUST-107526,1007526,8/15/2022,8/27/2022,France,79,M,Electronics,974.4,PHONE,63.2,N,100% satisfied,-20,Fast delivery,
CUST-107528,1007528,12/1/2023,12/17/2023,US,,,Home,207.07,In-App,50.7,N,Not satisfied,,Late delivery,
CUST-107530,1007530,12/5/2022,5/22/2022,France,,,Electronics,307.46,PHONE,18.2,Y,Not satisfied,65,Slow response,
CUST-107531,1007531,2/3/2022,2/4/2022,FR,,F,electronics,428.4,Chat,45.5,Y,Satisfied,-92,Loved the experience,
CUST-107534,1007534,3/18/2022,3/28/2022,France,,Female,Electronics,1308.27,PHONE,38.7,Y,Completely satisfied,,Fast delivery,No
CUST-107535,1007535,1/18/2022,1/30/2022,USA,,,electronics,1067.31,email,30.3,No,super satisfied,,Loved the experience,
CUST-107536,1007536,1/1/2024,1/19/2024,USA,,,Electronics,1057.28,Chat,0.9,No,Very unsatisfied,65,Unhelpful support,
CUST-107537,1007537,5/20/2023,6/9/2023,FR,,Female,Fashion,1200.24,Phone,8.7,N,Very satisfied,,Loved the experience,No
CUST-107538,1007538,7/9/2024,9/8/2024,US,,M,Electronics,77.79,In-App,33.2,Yes,Completely satisfied,9,,Yes
CUST-107539,1007539,10/30/2023,11/7/2023,Germany,,M,electronics,730.23,In-App,60.5,Yes,super satisfied,,,Yes
CUST-107540,1007540,4/1/2022,4/4/2022,DE,,,electronics,171.65,Phone,6.4,Y,Satisfied,-50,Excellent support,Yes
CUST-107543,1007543,7/3/2023,3/24/2023,France,,Male,electronics,868.09,Email,5.7,Yes,Very unsatisfied,-55,Unhelpful support,No
CUST-107544,1007544,2/17/2022,2/22/2022,FR,,M,Home,132.85,Phone,58.8,N,super satisfied,42,Great service,No
CUST-107546,1007546,8/24/2023,9/9/2023,DE,46,Male,electronics,1121.84,Phone,58.3,No,Completely satisfied,-11,Great service,Yes
CUST-107548,1007548,5/26/2023,6/12/2023,France,,Male,Home,1179.51,Phone,5.9,N,neutral,,,
CUST-107549,1007549,9/9/2023,9/18/2023,United States,35,Female,Fashion,345.51,Phone,68.7,No,Satisfied,77,,
CUST-107552,1007552,5/28/2022,6/17/2022,France,74,M,Home,1212.66,email,8.9,N,neutral,,Average service,
CUST-107555,1007555,6/16/2022,6/23/2022,US,20,F,Home,143.82,PHONE,51.3,N,neutral,69,Okay experience,No
CUST-107556,1007556,11/11/2022,11/17/2022,FR,74,M,Fashion,274,email,23,No,Very unsatisfied,-14,,Yes
CUST-107557,1007557,5/4/2024,4/22/2024,United States,,,electronics,536.9,In-App,36.1,Yes,100% satisfied,,Great service,Yes
CUST-107558,1007558,6/4/2023,4/9/2023,France,19,Female,Fashion,1364.79,Chat,5.2,No,neutral,,,Yes
CUST-107561,1007561,4/8/2023,4/19/2023,Germany,,F,Home,629.99,PHONE,,N,super satisfied,,Great service,Yes
CUST-107562,1007562,3/11/2022,3/29/2022,DE,50,Male,Fashion,1061.13,Phone,10,Y,Very satisfied,78,Fast delivery,
CUST-107565,1007565,3/10/2022,12/3/2022,DE,77,Male,Fashion,306.52,PHONE,,Y,Very satisfied,8,Excellent support,
CUST-107566,1007566,9/18/2024,10/1/2024,US,21,F,electronics,1425.32,Phone,35.8,N,Completely satisfied,,Excellent support,Yes
CUST-107568,1007568,10/4/2022,10/5/2022,FR,38,M,Fashion,1045.54,email,31.4,N,Completely satisfied,-87,Fast delivery,No
CUST-107569,1007569,5/21/2022,6/10/2022,US,,M,Electronics,1389.53,Phone,11.3,Yes,neutral,,Okay experience,No
CUST-107570,1007570,1/7/2024,1/24/2024,Germany,22,F,Fashion,341.32,PHONE,52.3,Y,Satisfied,-44,Fast delivery,
CUST-107572,1007572,9/12/2023,12/26/2023,Germany,,Female,Home,538.05,Phone,,Y,Very unsatisfied,-13,,No
CUST-107573,1007573,4/3/2023,4/20/2023,FR,39,Male,Home,1049.83,Phone,23.6,No,100% satisfied,,Fast delivery,No
CUST-107574,1007574,6/17/2024,7/5/2024,Germany,,F,Home,1249.94,Phone,40.6,No,100% satisfied,-3,,No
CUST-107575,1007575,3/28/2022,4/4/2022,US,,M,electronics,1300.7,In-App,,Y,Very unsatisfied,-21,,
CUST-107582,1007582,10/14/2022,10/28/2022,France,,Male,Fashion,204.09,PHONE,25.8,Y,neutral,,Okay experience,Yes
CUST-107583,1007583,1/23/2024,2/10/2024,US,,Female,Electronics,593.5,In-App,40.1,Y,Very unsatisfied,-18,Bad packaging,
CUST-107584,1007584,2/8/2024,2/25/2024,France,,Female,electronics,1348.74,Chat,63.1,Yes,neutral,64,,No
CUST-107586,1007586,4/1/2024,1/8/2024,USA,,Female,Electronics,343.22,Chat,15.3,Yes,Satisfied,57,Loved the experience,
CUST-107588,1007588,8/24/2024,9/7/2024,France,38,Female,Electronics,467.16,In-App,67.8,Yes,Not satisfied,73,Slow response,Yes
CUST-107589,1007589,9/17/2024,10/4/2024,United States,,,Electronics,238.62,PHONE,1.4,N,100% satisfied,-60,Fast delivery,No
CUST-107591,1007591,2/8/2024,2/22/2024,USA,,,Electronics,355.27,Chat,20.1,No,100% satisfied,-24,Great service,Yes
CUST-107592,1007592,12/18/2023,1/6/2024,United States,18,M,Home,77.38,PHONE,42.4,Yes,100% satisfied,,Loved the experience,No
CUST-107595,1007595,11/29/2024,12/6/2024,USA,,Female,electronics,574.67,email,71,Y,neutral,84,Okay experience,Yes
CUST-107596,1007596,3/27/2024,4/6/2024,USA,61,,electronics,1094.9,Email,27.6,No,Not satisfied,80,,No
CUST-107599,1007599,6/4/2023,6/6/2023,Germany,,Female,Fashion,1165.78,email,6.6,Yes,Very unsatisfied,-40,Bad packaging,
CUST-107601,1007601,9/7/2022,9/28/2022,USA,69,,electronics,840.5,Phone,56,No,Not satisfied,,,No
CUST-107602,1007602,7/15/2024,7/30/2024,FR,60,F,Fashion,797.03,PHONE,7.9,No,neutral,,Average service,Yes
CUST-107603,1007603,5/24/2024,6/13/2024,Germany,80,M,Home,357.24,Email,1.1,Y,Satisfied,,,No
CUST-107604,1007604,3/25/2024,4/15/2024,FR,59,Male,Electronics,183.74,Chat,,No,neutral,,Average service,Yes
CUST-107605,1007605,7/22/2024,7/27/2024,FR,,Male,electronics,424.93,Phone,20.3,Y,Completely satisfied,,Loved the experience,Yes
CUST-107606,1007606,5/21/2024,5/31/2024,Germany,,F,Home,1299.15,In-App,9.7,Y,Completely satisfied,5,Loved the experience,No
CUST-107608,1007608,4/12/2022,12/25/2022,US,,,Home,1053.07,Phone,,N,Completely satisfied,,Loved the experience,Yes
CUST-107609,1007609,8/9/2023,8/21/2023,USA,70,Female,electronics,320,Email,71.1,No,Very unsatisfied,,Unhelpful support,Yes
CUST-107610,1007610,5/13/2022,6/3/2022,FR,,Female,Fashion,1293.64,Phone,60.7,Y,Not satisfied,-58,Bad packaging,Yes
CUST-107611,1007611,5/2/2022,2/21/2022,FR,37,,Home,129.4,In-App,63.4,Y,neutral,,,No
CUST-107614,1007614,10/27/2022,11/11/2022,USA,21,Male,electronics,984.96,Phone,,No,Very satisfied,-65,Loved the experience,No
CUST-107616,1007616,6/11/2024,11/26/2024,France,,F,Home,322.57,In-App,21.6,N,Satisfied,,,No
CUST-107617,1007617,9/20/2023,9/22/2023,DE,,M,Home,571.92,In-App,16.1,No,Very satisfied,-69,Fast delivery,Yes
CUST-107618,1007618,5/13/2024,5/28/2024,United States,74,Male,electronics,892.57,email,54,No,Very satisfied,,,
CUST-107619,1007619,12/1/2022,1/17/2022,DE,75,F,Home,1456.04,Email,57.5,N,Completely satisfied,-1,Excellent support,No
CUST-107621,1007621,10/19/2024,11/2/2024,Germany,,F,Home,1023.06,Chat,35.9,Y,neutral,,Average service,Yes
CUST-107623,1007623,11/23/2023,8/12/2023,United States,,Female,electronics,1059.34,Email,24,N,100% satisfied,28,Loved the experience,No
CUST-107624,1007624,1/11/2024,1/17/2024,Germany,,,Electronics,361.19,Phone,63.6,Yes,Very satisfied,-55,Great service,Yes
CUST-107625,1007625,9/15/2024,9/29/2024,USA,,,Fashion,1165.29,PHONE,51.8,Y,Very unsatisfied,-22,Late delivery,
CUST-107626,1007626,7/21/2023,8/4/2023,DE,,M,Home,1430.68,PHONE,46,Yes,neutral,,Okay experience,
CUST-107627,1007627,9/11/2024,9/20/2024,USA,,Male,Electronics,11.86,email,17.6,Y,Completely satisfied,89,Fast delivery,Yes
CUST-107629,1007629,6/10/2024,6/16/2024,Germany,53,M,Fashion,1235.87,Email,21.3,N,Very unsatisfied,-9,Bad packaging,Yes
CUST-107631,1007631,2/10/2023,2/11/2023,United States,,Female,electronics,1096.17,email,41.6,N,Not satisfied,,Slow response,
CUST-107632,1007632,1/2/2024,1/19/2024,DE,23,,Home,1174.37,Email,63.7,Y,super satisfied,-54,Fast delivery,No
CUST-107633,1007633,6/2/2023,6/5/2023,France,65,Male,Fashion,1170.04,In-App,,Y,Completely satisfied,-98,,Yes
CUST-107635,1007635,11/26/2022,12/17/2022,United States,23,Male,Home,863.98,Email,37.3,N,neutral,-18,Okay experience,No
CUST-107636,1007636,2/8/2022,8/17/2022,France,,M,Home,1048.84,Email,18.5,Yes,neutral,,,
CUST-107637,1007637,10/11/2022,10/22/2022,USA,80,M,Home,992.39,PHONE,50.3,N,Not satisfied,,Bad packaging,
CUST-107639,1007639,2/5/2022,2/8/2022,USA,68,Male,electronics,1029.15,PHONE,23.8,N,Very satisfied,,Great service,No
CUST-107640,1007640,8/16/2022,8/17/2022,FR,73,F,Home,787.55,Phone,15,No,100% satisfied,,Loved the experience,
CUST-107642,1007642,5/12/2022,5/20/2022,United States,70,,electronics,1028.2,email,44,Y,super satisfied,52,,Yes
CUST-107644,1007644,6/25/2024,7/8/2024,United States,35,Male,electronics,684.87,email,67.6,Y,Completely satisfied,-63,Great service,No
CUST-107645,1007645,10/29/2023,8/11/2023,US,,F,electronics,754.96,In-App,54.8,Yes,Very unsatisfied,-31,Slow response,Yes
CUST-107646,1007646,4/18/2022,5/1/2022,Germany,,Male,Electronics,109.42,Chat,19.4,Yes,Very unsatisfied,99,,
CUST-107647,1007647,8/24/2023,9/12/2023,DE,,M,Fashion,219.97,Email,38.4,Yes,Completely satisfied,,Excellent support,Yes
CUST-107649,1007649,11/5/2024,6/11/2024,FR,,,Fashion,534.22,Phone,16.6,Y,Not satisfied,,,No
CUST-107652,1007652,8/31/2024,4/9/2024,Germany,,M,Fashion,261.6,email,71.3,N,Completely satisfied,36,,Yes
CUST-107654,1007654,3/21/2022,3/25/2022,Germany,32,,Home,911.57,email,38.1,N,Not satisfied,58,Late delivery,
CUST-107656,1007656,4/3/2024,4/19/2024,FR,,F,Fashion,75.9,PHONE,41.8,N,100% satisfied,63,Excellent support,Yes
CUST-107657,1007657,2/17/2022,2/28/2022,United States,62,,Fashion,1205.57,Email,44.6,No,Completely satisfied,,Great service,No
CUST-107658,1007658,3/5/2024,5/24/2024,DE,41,Male,Electronics,544.61,Chat,4.2,Yes,Very satisfied,-9,Excellent support,No
CUST-107659,1007659,2/9/2022,9/7/2022,France,,,electronics,1206.62,In-App,53.6,No,Not satisfied,25,Unhelpful support,Yes
CUST-107660,1007660,8/14/2024,8/29/2024,Germany,,Male,Home,147.95,email,49.1,Y,100% satisfied,,Excellent support,
CUST-107661,1007661,8/20/2022,8/24/2022,US,50,Male,Electronics,83.22,Phone,52,Yes,Completely satisfied,39,Loved the experience,Yes
CUST-107663,1007663,7/17/2022,7/26/2022,US,,M,Electronics,45.27,PHONE,29,Yes,100% satisfied,93,Loved the experience,
CUST-107665,1007665,6/3/2022,6/9/2022,France,,M,Home,1388.25,Phone,51.6,No,neutral,,Average service,Yes
CUST-107666,1007666,5/15/2022,6/2/2022,US,,F,electronics,798.73,In-App,42.1,No,Completely satisfied,,,
CUST-107668,1007668,1/9/2023,1/20/2023,DE,50,Female,Fashion,738.83,Phone,32.9,Yes,neutral,,Okay experience,
CUST-107669,1007669,8/19/2022,9/8/2022,Germany,,Female,Home,1011.66,In-App,10.8,No,Not satisfied,,Unhelpful support,
CUST-107671,1007671,11/9/2023,11/17/2023,France,29,,electronics,468.14,Chat,3,Yes,Satisfied,77,Fast delivery,
CUST-107673,1007673,11/11/2024,11/15/2024,FR,80,Female,Electronics,1323.06,In-App,33,Yes,100% satisfied,,Great service,
CUST-107674,1007674,6/1/2022,1/7/2022,DE,,F,Home,1022.13,In-App,46.7,Yes,100% satisfied,-99,Fast delivery,
CUST-107676,1007676,6/2/2022,6/18/2022,DE,,Female,electronics,1499.12,Phone,21.4,Yes,Not satisfied,,,
CUST-107680,1007680,12/7/2022,9/12/2022,DE,,Male,Electronics,533.38,Chat,8.4,Yes,Very unsatisfied,,,No
CUST-107681,1007681,6/4/2022,4/16/2022,Germany,51,Male,electronics,927.72,email,,N,100% satisfied,8,Excellent support,Yes
CUST-107683,1007683,8/29/2024,4/9/2024,Germany,29,,Home,746.89,email,34.5,Y,Satisfied,,,Yes
CUST-107684,1007684,1/9/2024,1/13/2024,USA,,,Fashion,510.89,email,71.1,No,Not satisfied,-69,Unhelpful support,Yes
CUST-107685,1007685,2/22/2022,2/25/2022,United States,37,Male,Home,1298.3,email,69.2,Yes,100% satisfied,,Loved the experience,
CUST-107686,1007686,12/13/2022,12/25/2022,France,,Female,electronics,616.1,Email,54.6,N,100% satisfied,,Loved the experience,
CUST-107687,1007687,1/6/2022,1/16/2022,DE,,,Electronics,344.41,Email,3.9,N,neutral,,Average service,
CUST-107688,1007688,11/25/2022,12/2/2022,DE,,Female,Home,1470.59,Email,20.8,N,Completely satisfied,,Great service,No
CUST-107691,1007691,5/17/2022,5/25/2022,USA,,,Fashion,295.09,PHONE,36.5,Y,neutral,96,Okay experience,
CUST-107692,1007692,4/13/2022,4/30/2022,FR,,Female,Electronics,1190.16,Phone,67.3,Yes,Satisfied,,Loved the experience,No
CUST-107695,1007695,2/1/2024,2/8/2024,USA,,M,electronics,66.28,Email,16.2,Yes,Not satisfied,,Bad packaging,No
CUST-107697,1007697,9/4/2022,10/9/2022,US,,F,Electronics,1461.9,email,50.6,No,Satisfied,,,Yes
CUST-107698,1007698,4/11/2022,11/16/2022,FR,,,Electronics,1445.94,Email,17.8,No,Completely satisfied,,,No
CUST-107702,1007702,12/21/2023,5/1/2024,United States,,M,Fashion,64.73,PHONE,50.1,Yes,super satisfied,,Loved the experience,No
CUST-107705,1007705,10/24/2022,11/2/2022,United States,,,Electronics,83.58,email,,Y,100% satisfied,48,Fast delivery,
CUST-107706,1007706,5/15/2024,5/22/2024,France,,M,Electronics,1008.06,Phone,8.7,No,Not satisfied,5,Late delivery,
CUST-107707,1007707,10/19/2023,11/6/2023,DE,73,,Fashion,144.21,PHONE,4.6,Y,Completely satisfied,-35,Loved the experience,
CUST-107708,1007708,8/9/2022,8/12/2022,Germany,,M,Electronics,575.46,Chat,65.9,Y,Satisfied,4,Excellent support,No
CUST-107709,1007709,10/20/2023,11/6/2023,France,77,M,Home,340.52,Chat,4.5,No,neutral,,,Yes
CUST-107711,1007711,1/6/2024,1/11/2024,United States,45,Female,Home,1069.16,In-App,50,Y,Completely satisfied,73,Fast delivery,Yes
CUST-107712,1007712,6/23/2024,1/7/2024,DE,,M,electronics,1453.01,In-App,7,Yes,super satisfied,92,,Yes
CUST-107714,1007714,1/14/2022,4/2/2022,United States,20,,electronics,296.35,email,48.2,Yes,Completely satisfied,,Great service,No
CUST-107715,1007715,4/13/2022,4/23/2022,USA,62,F,Electronics,991.01,PHONE,19.6,Yes,neutral,,Average service,Yes
CUST-107717,1007717,5/31/2024,6/21/2024,DE,73,,electronics,15.89,In-App,43.6,No,100% satisfied,-67,Great service,No
CUST-107721,1007721,6/3/2022,6/21/2022,United States,,Male,Fashion,1391.29,PHONE,2.1,No,Completely satisfied,53,Loved the experience,No
CUST-107722,1007722,5/19/2023,5/29/2023,USA,48,F,Home,837.69,Phone,9.4,N,neutral,-68,Average service,
CUST-107723,1007723,7/6/2024,7/8/2024,DE,,M,Fashion,1280.56,Chat,4.3,N,Very unsatisfied,89,,
CUST-107724,1007724,8/3/2022,8/23/2022,United States,20,M,electronics,203.24,Email,34.8,Y,Very satisfied,44,,
CUST-107725,1007725,2/14/2024,2/28/2024,USA,38,M,Electronics,357.83,Chat,33.9,Yes,Very unsatisfied,20,,Yes
CUST-107726,1007726,4/8/2022,4/10/2022,US,,Female,Electronics,1333.47,email,61,Y,Not satisfied,,Slow response,No
CUST-107727,1007727,4/4/2024,4/15/2024,USA,32,Female,Electronics,357.19,Chat,0.7,Yes,Very satisfied,-31,,
CUST-107728,1007728,1/1/2022,1/4/2022,DE,41,Female,Fashion,64.23,email,10.3,Y,100% satisfied,23,Excellent support,
CUST-107729,1007729,3/2/2022,3/3/2022,FR,,Female,electronics,844.04,Email,71.4,No,Completely satisfied,,Great service,
CUST-107730,1007730,11/3/2024,3/18/2024,US,,F,Fashion,1046.2,email,57.2,N,Not satisfied,,Slow response,No
CUST-107731,1007731,5/28/2024,6/14/2024,FR,,M,Fashion,1113.95,Phone,5.1,Y,Very satisfied,-14,,Yes
CUST-107732,1007732,5/26/2023,6/5/2023,USA,,Male,Electronics,1469.76,In-App,1.6,No,Very satisfied,,,No
CUST-107733,1007733,10/9/2024,10/30/2024,US,,M,electronics,150.82,Email,60.2,No,Satisfied,,,
CUST-107736,1007736,12/12/2023,12/30/2023,France,,Male,Fashion,1169.9,PHONE,33.9,N,100% satisfied,22,,Yes
CUST-107737,1007737,4/8/2023,4/20/2023,Germany,35,Male,electronics,254.43,email,69.4,N,Satisfied,,Loved the experience,
CUST-107738,1007738,7/28/2024,7/31/2024,United States,,M,electronics,657.34,PHONE,38.2,No,Completely satisfied,19,Fast delivery,No
CUST-107739,1007739,11/29/2024,12/13/2024,DE,75,M,electronics,1391.3,email,64.3,N,super satisfied,62,Great service,Yes
CUST-107740,1007740,4/8/2024,4/12/2024,Germany,23,,Fashion,468.07,PHONE,26.8,Yes,Very satisfied,27,Loved the experience,Yes
CUST-107741,1007741,3/13/2023,3/27/2023,France,,F,Fashion,1202.69,In-App,64.7,N,Completely satisfied,-97,,Yes
CUST-107742,1007742,4/16/2022,4/17/2022,France,67,F,Fashion,691.61,In-App,,No,100% satisfied,-72,Fast delivery,Yes
CUST-107743,1007743,7/18/2024,8/5/2024,DE,,,Electronics,351.75,Phone,38.5,No,Not satisfied,14,Bad packaging,Yes
CUST-107744,1007744,11/21/2022,12/12/2022,USA,,F,electronics,179.49,email,17.5,Y,neutral,-50,,
CUST-107745,1007745,3/14/2022,3/4/2022,USA,62,,Fashion,814,In-App,62.3,N,neutral,,Okay experience,No
CUST-107746,1007746,9/16/2023,9/25/2023,USA,,,electronics,853.81,PHONE,27.4,N,Satisfied,,Fast delivery,No
CUST-107748,1007748,11/27/2024,12/2/2024,DE,,M,Home,1092.2,Chat,53.3,N,neutral,76,Okay experience,
CUST-107751,1007751,1/21/2024,1/27/2024,Germany,,,Fashion,1398.07,Chat,14.8,No,Completely satisfied,-55,Excellent support,No
CUST-107752,1007752,7/5/2022,7/15/2022,France,71,Female,electronics,1452.71,PHONE,31.7,N,100% satisfied,,Loved the experience,No
CUST-107753,1007753,4/23/2022,4/25/2022,DE,51,Female,electronics,1223.97,PHONE,46.8,Y,Very satisfied,90,Fast delivery,Yes
CUST-107756,1007756,4/17/2024,4/22/2024,FR,,F,electronics,650.19,email,48.7,No,neutral,,Okay experience,
CUST-107757,1007757,7/24/2023,8/3/2023,USA,,Female,Home,365.99,email,,No,neutral,,Okay experience,Yes
CUST-107758,1007758,7/5/2024,7/16/2024,US,42,Female,Fashion,464.14,In-App,61.5,Y,Completely satisfied,,Great service,No
CUST-107760,1007760,12/7/2022,12/19/2022,United States,44,Male,Fashion,994.92,Chat,12.5,N,Very satisfied,,Great service,Yes
CUST-107761,1007761,7/18/2023,7/25/2023,USA,,F,electronics,119.2,Email,13.6,Y,Very satisfied,,Loved the experience,
CUST-107762,1007762,8/22/2022,8/29/2022,FR,30,Female,electronics,1047.65,Phone,42,No,Not satisfied,78,Late delivery,
CUST-107763,1007763,9/18/2024,5/10/2024,France,55,M,Home,298.83,PHONE,20.4,N,super satisfied,,Excellent support,Yes
CUST-107765,1007765,2/3/2024,2/19/2024,United States,,F,Electronics,602.83,Chat,,Y,neutral,44,Average service,
CUST-107767,1007767,4/13/2022,4/28/2022,France,,F,Fashion,1099.9,Email,26.8,N,Not satisfied,,Slow response,Yes
CUST-107768,1007768,3/12/2022,3/18/2022,Germany,,F,Fashion,224.3,Chat,19,No,Very unsatisfied,,Late delivery,No
CUST-107770,1007770,9/2/2022,9/11/2022,Germany,76,,Fashion,521.1,email,4,N,Very satisfied,47,,No
CUST-107771,1007771,8/3/2023,8/22/2023,United States,51,F,Electronics,1231.81,PHONE,51.8,No,Very satisfied,,,No
CUST-107772,1007772,10/23/2022,11/4/2022,France,,Male,Fashion,1199.73,email,50.2,N,Very unsatisfied,,Slow response,No
CUST-107774,1007774,3/16/2022,3/20/2022,United States,,Male,electronics,876.76,Email,35.3,No,super satisfied,,Loved the experience,
CUST-107775,1007775,2/3/2023,2/22/2023,USA,23,F,electronics,533.31,In-App,62.6,Yes,100% satisfied,-27,Fast delivery,Yes
CUST-107776,1007776,1/31/2022,2/2/2022,France,74,Male,Fashion,701.03,Email,,N,Very satisfied,,Loved the experience,Yes
CUST-107777,1007777,8/12/2023,12/10/2023,United States,32,F,Electronics,1345.99,Email,37,Yes,Very satisfied,,,No
CUST-107778,1007778,6/24/2023,7/14/2023,DE,56,,Fashion,381.14,Chat,27.4,No,Not satisfied,-46,Bad packaging,
CUST-107779,1007779,8/22/2023,12/9/2023,FR,,M,Electronics,1201.18,Chat,42.9,No,Satisfied,,Fast delivery,No
CUST-107780,1007780,11/3/2024,11/18/2024,Germany,45,F,electronics,492.87,In-App,60.2,Yes,Not satisfied,,Bad packaging,No
CUST-107781,1007781,4/7/2024,4/27/2024,FR,,M,electronics,1361.59,Phone,58.2,N,Not satisfied,,Late delivery,Yes
CUST-107782,1007782,10/28/2023,10/31/2023,US,42,Male,Fashion,526.91,Email,33.9,N,Very satisfied,-92,Great service,No
CUST-107783,1007783,2/1/2022,2/2/2022,DE,77,,Electronics,323.2,email,8.4,No,Very unsatisfied,,Slow response,No
CUST-107784,1007784,11/28/2023,12/7/2023,USA,,Female,Electronics,40.82,PHONE,37.5,N,Very unsatisfied,,Slow response,No
CUST-107785,1007785,3/7/2022,7/9/2022,Germany,49,M,Fashion,1115.42,email,22.5,Yes,Not satisfied,,,
CUST-107788,1007788,4/20/2022,4/27/2022,Germany,,F,Home,1153.64,Chat,19.4,Y,neutral,,Okay experience,No
CUST-107789,1007789,3/23/2023,3/27/2023,Germany,,,electronics,77.25,In-App,18.4,Y,Completely satisfied,-51,Excellent support,
CUST-107790,1007790,9/6/2023,9/10/2023,USA,37,,Home,1356.93,In-App,67.8,No,super satisfied,-59,,Yes
CUST-107791,1007791,5/8/2024,5/10/2024,DE,,M,Fashion,480.67,Phone,12.9,Yes,Not satisfied,-1,Late delivery,
CUST-107793,1007793,12/25/2022,1/14/2023,USA,,F,Electronics,809.54,Chat,12.5,N,100% satisfied,-39,,
CUST-107794,1007794,4/8/2022,8/22/2022,USA,,Female,Fashion,490.52,email,36.3,No,super satisfied,,Excellent support,Yes
CUST-107795,1007795,11/30/2023,12/10/2023,FR,61,Female,Home,1067.32,Email,69.5,Yes,Satisfied,-8,Fast delivery,
CUST-107796,1007796,7/28/2023,10/8/2023,France,,,Fashion,1231.17,PHONE,30,N,Satisfied,-69,Fast delivery,Yes
CUST-107798,1007798,11/30/2023,12/4/2023,US,,,Home,860.2,Email,7.1,No,Satisfied,,Excellent support,No
CUST-107799,1007799,7/9/2024,7/21/2024,Germany,,Female,electronics,1382,Email,8.9,No,super satisfied,,Excellent support,No
CUST-107800,1007800,12/31/2023,12/1/2024,USA,49,Female,electronics,196.5,Phone,39.1,Y,Completely satisfied,,Fast delivery,Yes
CUST-107802,1007802,7/27/2024,7/29/2024,Germany,,Male,Electronics,777.34,In-App,51.8,No,super satisfied,,Loved the experience,
CUST-107803,1007803,4/25/2023,5/6/2023,USA,,Female,Electronics,735.56,email,61.3,Yes,super satisfied,,Excellent support,
CUST-107805,1007805,8/28/2024,9/9/2024,US,30,,electronics,736.58,Chat,6.5,Yes,Not satisfied,,Slow response,Yes
CUST-107808,1007808,1/12/2022,1/26/2022,USA,49,,electronics,1494.51,Phone,55.7,N,neutral,-18,Okay experience,No
CUST-107809,1007809,1/26/2024,1/29/2024,United States,37,M,Fashion,112.3,Phone,,No,Completely satisfied,,Excellent support,Yes
CUST-107810,1007810,7/20/2023,8/1/2023,France,21,Female,Electronics,681.89,Chat,5.6,Yes,Satisfied,,Great service,
CUST-107811,1007811,7/11/2022,11/16/2022,USA,,,electronics,1112.42,Chat,45.2,N,Very unsatisfied,,Slow response,Yes
CUST-107813,1007813,5/5/2023,5/13/2023,Germany,74,M,Electronics,1335.28,email,58,No,neutral,,Average service,Yes
CUST-107815,1007815,2/7/2023,2/11/2023,USA,55,Male,Home,94.86,email,8.9,Y,100% satisfied,,,No
CUST-107816,1007816,6/14/2023,6/21/2023,United States,23,Male,Electronics,66.23,Chat,36,N,Completely satisfied,,Fast delivery,Yes
CUST-107817,1007817,2/25/2023,3/9/2023,FR,43,,electronics,613.56,PHONE,71.8,Yes,Completely satisfied,-1,Fast delivery,Yes
CUST-107818,1007818,9/8/2023,9/26/2023,United States,,F,Home,294.78,Email,8.6,No,super satisfied,-39,Excellent support,No
CUST-107820,1007820,11/13/2022,12/2/2022,US,,,Electronics,78.01,email,39.4,N,super satisfied,31,Loved the experience,Yes
CUST-107821,1007821,5/2/2024,5/13/2024,France,34,Male,Electronics,64.72,Phone,52.1,Y,100% satisfied,-21,Great service,No
CUST-107822,1007822,7/10/2022,7/16/2022,FR,,,Home,969.39,In-App,61.2,No,super satisfied,,Fast delivery,No
CUST-107825,1007825,3/30/2022,4/6/2022,DE,60,Female,Fashion,1091.08,Chat,29.2,N,Very unsatisfied,-75,Bad packaging,
CUST-107826,1007826,1/25/2023,1/29/2023,US,,Female,electronics,319.79,In-App,2.3,Yes,Completely satisfied,-74,Fast delivery,Yes
CUST-107827,1007827,11/16/2024,11/21/2024,FR,39,M,Fashion,1084.1,Chat,44.4,No,Not satisfied,-4,Bad packaging,No
CUST-107830,1007830,7/2/2022,7/7/2022,DE,56,,Fashion,1491.23,In-App,41.1,Yes,Very satisfied,97,Excellent support,No
